provincia,localidad,direccion,margen,horario,latitud,longitud,empresa,precios,fechaRevision,fechaUltima,ventaPublico
ALBACETE,ABENGIBRE,"AVENIDA CASTILLA LA MANCHA, 26",Derecho,L-D: 07:00-22:00,39.211417,-1.539167,Nº 10.935,"['SP-95 1,749', 'G-A 1,869', 'Gasóleo B 1,370']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,ALATOZ,"CR CM-332, 46,4",Izquierdo,L-D: 7:00-23:00,39.100389,-1.346083,REPSOL,"['SP-95 1,909', 'SP-98 2,200', 'G-A 2,040', 'G-A+ 2,300']",18/11/2022,01/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVDA. DE LOS TOREROS, S/N",N,L-D: 07:00-23:00,38.998222,-1.869889,INPEALSA,"['SP-95 1,769', 'G-A 1,839', 'G-A+ 1,889']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"SECTOR PARCELA T-3 LOCAL52, 14",N,L-S: 06:00-23:00; D: 08:00-23:00,39.009639,-1.878111,ALCAMPO,"['SP-95 1,736', 'SP-98 1,874', 'G-A 1,837', 'G-A+ 1,874']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVDA. DE ESPAÑA (PRÓX. A C/ SAN JUAN), S/N",N,L-D: 07:00-23:00,38.982167,-1.853306,INPEALSA,"['SP-95 1,769', 'G-A 1,839']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CALLE HERMANOS FALCÓ, 2",Derecho,L-D: 06:30-22:30,38.989250,-1.849028,CEPSA,"['SP-95 1,799', 'SP-98 1,899', 'G-A 1,919', 'G-A+ 1,999']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,ALBACETE,CARRETERA JAEN KM. 2,Derecho,L-D: 24H,38.994667,-1.871722,REPSOL,"['SP-95 1,789', 'SP-98 1,939', 'G-A 1,899', 'G-A+ 1,959']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"MADRID-CARTAGENA km 248,5",Izquierdo,L-V: 06:00-22:00,38.971778,-1.845306,LOS ANGELES DE LA MANCHA,"['SP-95 1,799', 'SP-98 1,919', 'G-A 1,929', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CR N-322, 337,8",Izquierdo,L-D: 06:30-22:00,38.925833,-2.031861,REPSOL,"['SP-95 1,839', 'SP-98 2,069', 'G-A 1,949', 'G-A+ 2,019']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,ALBACETE,"PG CAMPOLLANO-P. 2-CT, S.N.",Derecho,L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00,39.012583,-1.874972,REPSOL,"['SP-95 1,779', 'SP-98 1,919', 'G-A+ 1,979', 'G-A 1,929']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVENIDA MENÉNDEZ PIDAL, 58",N,L-D: 24H,39.003333,-1.864917,TAMOS,"['SP-95 1,739', 'SP-98 1,859', 'G-A 1,859', 'G-A+ 1,919']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CALLE CTRA. DE JAEN, 79",Izquierdo,L-D: 06:00-23:00,38.988111,-1.883694,REPSOL,"['SP-95 1,789', 'SP-98 1,959', 'G-A 1,909', 'G-A+ 1,979']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,CARRETERA N-322 KM. 359,Derecho,L-V: 07:00-21:00; S-D: 09:00-14:00,39.033139,-1.845083,REPSOL,"['SP-95 1,769', 'SP-98 1,909', 'G-A+ 1,979', 'G-A 1,919']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CL PASEO DE LA CUBA, 15",Derecho,L-D: 06:00-22:00,38.999722,-1.854556,REPSOL,"['SP-95 1,779', 'SP-98 1,899', 'G-A 1,919', 'G-A+ 1,979', 'GLP 1,039']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CALLE ALMANSA, 2",Izquierdo,L-D: 06:00-23:00,38.984139,-1.847083,CEPSA,"['SP-95 1,774', 'SP-98 1,906', 'G-A 1,879', 'G-A+ 1,945']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CARRETERA C-M 332 KM. 2,6",Derecho,L-D: 06:00-23:30,38.998111,-1.831611,INLOCOR S.L. CEPSA,"['SP-95 1,799', 'SP-98 1,959', 'G-A 1,939', 'G-A+ 1,999', 'Gasóleo B 1,639']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AUTOVIA A-30 KM. 239,4",Izquierdo,L-D: 24H,39.060528,-1.933056,CEPSA,"['SP-95 1,774', 'G-A 1,889', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,AUTOVIA A-31 KM. 69,Izquierdo,L-D: 06:00-22:00,39.031528,-1.891361,REPSOL,"['SP-95 1,779', 'SP-98 1,899', 'G-A 1,919', 'G-A+ 1,979', 'GLP 1,039']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,CARRETERA N-322 KM. 349,Derecho,L-D: 24H,38.970167,-1.919778,CEPSA,"['SP-95 1,799', 'SP-98 1,859', 'G-A 1,909', 'G-A+ 1,979']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVENIDA 1º DE MAYO, S/N",N,L-S: 08:00-22:00; D: 09:00-21:00,38.985667,-1.868500,CARREFOUR,"['SP-95 1,789', 'SP-98 1,939', 'G-A 1,899', 'G-A+ 1,939']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CR N-301, 244",Izquierdo,L-D: 24H,39.027778,-1.892972,REPSOL,"['SP-95 1,769', 'SP-98 1,909', 'G-A+ 1,969', 'G-A 1,919']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVENIDA PRIMERA, 94",N,L-V: 06:00-22:00; S: 06:00-14:00,39.016361,-1.893944,INPEALSA,"['SP-95 1,769', 'G-A 1,819', 'G-A+ 1,869']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVENIDA 3ª ESQUINA C/ F Nº3, 3",N,L-D: 24H,39.009417,-1.885694,FAST & GAS,"['SP-95 1,749', 'G-A 1,819']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CALLE FEDERICO GARCIA LORCA, 5",Izquierdo,L-S: 05:00-23:00,38.997722,-1.846361,CEPSA,"['G-A 1,940']",18/11/2022,18/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,ALBACETE,"POLIGONO AVDA. 3ª, ESQUINA C/AUTOVIA, 69",Derecho,L-D: 24H,39.018000,-1.874333,ENERCOM CARBURANTES,"['SP-95 1,769', 'SP-98 1,889', 'G-A 1,839', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVENIDA 1º DE MAYO, S/N",N,L-D: 07:00-23:00,38.985194,-1.866806,PETROCAMP,"['SP-95 1,779', 'G-A 1,889']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,ALBACETE,"AUTOVIA A-30 KM. 239,4",Derecho,L-D: 07:00-23:00,39.059806,-1.933250,CEPSA,"['SP-95 1,769', 'SP-98 1,901', 'G-A 1,889', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,CARRETERA NACIONAL 301 KM. 256,Derecho,L-V: 06:00-22:00; S: 06:00-14:00; D: 09:00-21:00,38.929389,-1.831639,INPEALSA,"['SP-95 1,769', 'G-A 1,819']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVENIDA PRIMERA, S/N",Derecho,L-D: 24H,39.022139,-1.882056,GMOIL,"['SP-95 1,679', 'G-A 1,795']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,ALBACETE,"POLIGONO CAMPOLLANO, 55",N,L-V: 05:30-23:00; S: 06:30-22:30; D: 07:30-21:00,39.015444,-1.871361,CEPSA,"['SP-95 1,779', 'SP-98 1,909', 'G-A 1,909', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67",N,L-D: 24H,39.021583,-1.886556,VALERO 24H,"['SP-95 1,799', 'G-A 1,899']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,ALBACETE,"PASEO CUBA (LA), 36",N,L-D: 06:00-23:00,39.005083,-1.859917,CEPSA,"['SP-95 1,799', 'SP-98 1,899', 'G-A 1,939', 'G-A+ 1,999', 'GLP 1,089']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,ALBACETE,"POLIGONO Nº 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N",Derecho,L-D: 06:30-22:30,38.969361,-1.823639,CEPSA,"['SP-95 1,799', 'SP-98 1,899', 'G-A 1,919', 'G-A+ 1,999']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,ALBACETE,CARRETERA NACIONAL 322 PTO KM 347 KM. 347,Derecho,L-S: 07:00-22:00,38.965639,-1.935500,P347,"['G-A 1,859']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CARRETERA DE LAS PEÑAS KM 0+238 KM. 0,238",Izquierdo,L-D: 07:00-22:00,38.970778,-1.873194,AREA LOS LLANOS,"['SP-95 1,789', 'G-A 1,949']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,ALBACETE,"CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5",Izquierdo,L-D: 06:00-21:30,39.054694,-1.832000,BP ROMICA,"['SP-95 1,779', 'SP-98 1,921', 'G-A 1,919', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N",N,L-S: 07:00-23:00; D: 08:00-23:00,38.988972,-1.847361,FAMILY ENERGY,"['SP-95 1,689', 'SP-98 1,859', 'G-A 1,799', 'G-A+ 1,899']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,ALBACETE,"CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N",Derecho,L-D: 24H,39.029583,-1.888083,NATURGY ES  GNV ALBACETE,"['Gas N. Compr 1,580', 'Gas N. Licuado 1,390']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,ALBACETE,"MADRID-CARTAGENA km 248,5",Derecho,L-D: 06:00-22:00,38.971722,-1.845278,"REPSOL. LOS ANGELES DE LA MANCHA, S.L.","['SP-95 1,799', 'SP-98 1,919', 'G-A 1,929', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVENIDA 0, 48",Derecho,L-V: 07:00-21:00; S-D: 09:00-14:00,39.021778,-1.886278,ABOIL,"['SP-95 2,299', 'SP-98 2,369', 'G-A 2,259']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,ALBACETE,"CALLE FEDERICO GARCIA LORCA, 1",Derecho,L-D: 24H,39.000861,-1.849833,PLENOIL,"['SP-95 1,677', 'G-A 1,797']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"AVENIDA ESCRITOR RODRIGO RUBIO, 3",Derecho,L-S: 09:00-21:30,39.006889,-1.885361,A&A,"['SP-95 1,728', 'G-A 1,818', 'G-A+ 1,888', 'GLP 0,898']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,ALBACETE,"POLIGONO CAMPOLLANO C/.F, 13",Derecho,L-D: 24H,39.012472,-1.889417,AVANZA OIL,"['G-A 1,799']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,ALBACETE,"POLIGONO ROMICA C/4, 106",N,L: 24H,39.060639,-1.836806,VILLAFUEL SL,"['SP-95 1,670', 'G-A 1,799']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALBACETE,"CALLE AUTOVIA, SN",N,L-D: 24H,39.029167,-1.888333,LA GAVIOTA GASOLINERA 24 HORA,"['SP-95 1,739', 'G-A 1,819']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALCADOZO,"CM-3203 km 41,9",Izquierdo,L-D: 07:00-21:30,38.646833,-1.978917,CEPSA,"['SP-95 1,739', 'G-A 1,919', 'G-A+ 1,989', 'Gasóleo B 1,539']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,ALCALA DEL JUCAR,"CARRETERA CM-3201 47,1 KM. 47,1",Derecho,L: 08:00-20:00,39.203167,-1.433222,EL JUCAR,"['SP-95 1,739', 'G-A 1,899']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,ALCARAZ,"CR N-322 276,5",Derecho,L-D: 07:00-22:00,38.673111,-2.492222,REPSOL,"['SP-95 1,809', 'SP-98 1,929', 'G-A 1,909', 'G-A+ 1,969']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,ALMANSA,"CL AVDA. DE AYORA, S.N. A",Derecho,L-D: 06:00-22:00,38.874583,-1.100528,REPSOL,"['SP-95 1,799', 'SP-98 1,919', 'G-A 1,899', 'G-A+ 1,959', 'GLP 1,049']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALMANSA,AUTOVIA A-31 KM. 140,Derecho,L-D: 07:00-23:00,38.875028,-1.175750,SHELL,"['SP-95 1,789', 'SP-98 1,929', 'G-A 1,894', 'G-A+ 1,974']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALMANSA,"AVENIDA CIRCUNVALACION, 9",N,L-D: 06:00-22:00,38.879167,-1.098889,CEPSA,"['SP-95 1,769', 'SP-98 1,901', 'G-A 1,895', 'G-A+ 1,975']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALMANSA,"AVENIDA MADRID, 11",N,L-V: 06:00-22:00,38.871556,-1.108000,CEPSA,"['SP-95 1,769', 'G-A 1,885', 'G-A+ 1,965']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALMANSA,"AVENIDA CIRCUNVALACION, 26",N,L-D: 06:00-22:00,38.859944,-1.084750,CEPSA,"['SP-95 1,809', 'G-A 1,899', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALMANSA,"AUTOVIA A-31 KM. 143,350",Izquierdo,L-D: 06:00-22:00,38.878278,-1.143722,CEPSA,"['SP-95 1,789', 'G-A 1,905', 'G-A+ 2,005']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALMANSA,"AVENIDA CIRCUNVALACION, 17",N,L-D: 24H,38.874083,-1.089278,GASÓLEOS S. ALMANSA,"['G-A 1,899']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ALMANSA,CARRETERA N-430 BADAJOZ A VALENCIA KM. 594,Derecho,L-D: 24H,38.850278,-1.027694,GASOLINERA LOW COST PENADES,"['SP-95 1,769', 'G-A 1,839', 'Gasóleo B 1,499']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,ALMANSA,"AVENIDA INFANTE DON JUAN MANUEL, 8",Derecho,L-D: 24H,38.874556,-1.102944,QUALITY ALMANSA,"['SP-95 1,749', 'G-A 1,839']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,ALPERA,"BONETE, S/Nº",N,L-D: 24H,38.958875,-1.236552,COOPERATIVA SANTA CRUZ DE ALPERA,"['SP-95 1,701', 'G-A 1,867', 'Gasóleo B 1,449']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,BALAZOTE,"N-322 km 326,2",Derecho,L-D: 07:00-23:00,38.878028,-2.150639,E.S. BALAZOTE S.L.,"['SP-95 1,837', 'G-A 1,946', 'Gasóleo B 1,690']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,BARRAX,"CALLE ALBACETE, 57",Izquierdo,L-D: 06:00-23:00,39.043139,-2.195139,E.S. BARRAX S.L.,"['SP-95 1,837', 'G-A 1,946', 'Gasóleo B 1,690']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,BARRAX,CAMINO DE LOS GONZALOS SN,Derecho,L-D: 24H,39.051236,-2.192996,COABA,"['G-A 1,849', 'Gasóleo B 1,438']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,BONETE,"CR N-430, 566,3",Izquierdo,L-D: 06:00-22:00,38.876111,-1.331611,REPSOL,"['SP-95 1,769', 'SP-98 1,899', 'G-A 1,909', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,BONETE,AUTOVIA A-31 KM. 126,Derecho,L-D: 06:00-22:00,38.875861,-1.331500,REPSOL,"['SP-95 1,769', 'SP-98 1,889', 'G-A 1,909', 'G-A+ 1,959']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,BONILLO (EL),"CALLE CARRETERA MUNERA, 2",Derecho,S-D: 07:00-15:00,38.953361,-2.535056,REPSOL,"['SP-95 1,749', 'SP-98 1,889', 'G-A+ 1,949', 'Gasóleo B 1,531', 'G-A 1,889']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,CASAS DE JUAN NUÑEZ,"AVDA. ALBACETE, 33",Derecho,L-D: 07:00-23:00,39.100792,-1.560857,GASOLINERAS DEL REY,"['SP-95 1,799', 'G-A 1,949', 'Gasóleo B 1,479']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,CASAS DE VES,"CARRETERA CASAS IBAÑEZ KM. 13,8",Derecho,L-V: 08:00-13:30 y 15:00-18:00,39.255139,-1.332194,COOPERATIVA,"['Gasóleo B 1,470']",18/11/2022,15/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,CASAS-IBAÑEZ,"AVDA. DEL VINO, 10",Derecho,L-D: 24H,39.291375,-1.474107,CEPSA,"['Gasóleo B 1,550']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,CASAS-IBAÑEZ,CARRETERA ALBACETE KM. 94,Izquierdo,L-D: 07:00-21:00,39.283944,-1.477806,CEPSA,"['SP-95 1,809', 'SP-98 1,969', 'G-A+ 2,029', 'Gasóleo B 1,609', 'G-A 1,969']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,CAUDETE,"CR N-330, 71,4",Izquierdo,L-D: 06:00-23:00,38.756417,-0.955833,REPSOL,"['SP-95 1,769', 'SP-98 1,899', 'G-A 1,909', 'G-A+ 1,969', 'Gasóleo B 1,475']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,CAUDETE,"AVENIDA VALENCIA DE, 16",N,L-D: 06:00-22:00,38.708944,-0.982111,GALP,"['SP-95 1,809', 'SP-98 1,949', 'G-A 1,919', 'G-A+ 2,009']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,CAUDETE,"CARRETERA N-344 KM. 114,500",Izquierdo,L-D: 24H,38.710861,-0.974778,TRANSPORTES CAUDETE,"['G-A 1,834', 'Gasóleo B 1,524']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,CAUDETE,AUTOVIA A-31 KM. 172,Derecho,L-V: 07:00-15:00,38.721917,-0.933861,BP OIL,"['SP-95 1,819', 'SP-98 1,961', 'G-A 1,929', 'G-A+ 2,109']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,CAUDETE,CARRETERA D-12 ESTACION KM. 32,Derecho,L-D: 24H,38.711694,-0.971639,VILA Y FAYOS,"['SP-95 1,759', 'G-A 1,839', 'Gasóleo B 1,529']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,CAUDETE,"CR N-344 DIRC.VALENCIA, KM.  118.3",N,L-D: 06:00-22:00,38.727472,-0.943000,BP PARGA I PETROL BAS BEL,"['SP-95 1,820', 'SP-98 1,951', 'G-A 1,949', 'G-A+ 2,049']",18/11/2022,15/11/2022,Venta al Público
ALBACETE,CAUDETE,CARRETERA D12 ESTACION KM. 1,Derecho,L-D: 24H,38.710750,-0.973861,HAM,"['Gas N. Licuado 1,299']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,CENIZATE,"CALLE VIRGEN DE LAS NIEVES, 17",Derecho,L-D: 24H,39.301000,-1.664167,VIRGEN DE LAS NIEVES,"['SP-95 1,632', 'G-A 1,800', 'Gasóleo B 1,428']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,CHINCHILLA DE MONTE-ARAGO,AUTOVIA A-31 KM. 86,Izquierdo,L-D: 06:00-23:00,38.938611,-1.757611,REPSOL,"['SP-95 1,799', 'G-A 2,019', 'G-A+ 2,089']",18/11/2022,04/11/2022,Venta al Público
ALBACETE,CHINCHILLA DE MONTE-ARAGO,AUTOVIA A-31 KM. 86,Derecho,L-D: 06:00-23:00,38.937583,-1.758000,REPSOL,"['SP-95 1,799', 'SP-98 1,919', 'G-A 2,019', 'G-A+ 2,089', 'GLP 1,019']",18/11/2022,04/11/2022,Venta al Público
ALBACETE,CHINCHILLA DE MONTE-ARAGO,"Ctra. AB-430 KM 530,3",Izquierdo,L: 06:00-22:00,38.915972,-1.726278,REPSOL,"['SP-95 1,779', 'SP-98 1,899', 'G-A 1,909', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ELCHE DE LA SIERRA,"CL BOLEA, 36 (CM-412 km 235,65)",Derecho,L: 06:00-22:00,38.451306,-2.044778,CAMPSA,"['SP-95 1,769', 'SP-98 1,889', 'G-A 1,909', 'G-A+ 1,969', 'Gasóleo B 1,547']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,ELCHE DE LA SIERRA,"POLIGONO EL CAMPILLO A, 2",Derecho,L-V: 08:00-21:00; S: 08:00-14:00,38.460694,-2.017917,DLP,"['SP-95 1,710', 'G-A 1,849']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,FUENTE-ALAMO,"AVDA. DOCTOR PEREZ GIL, 25",N,L-D: 07:00-21:00,38.689833,-1.433306,Nº 7374,"['SP-95 1,839', 'SP-98 2,099', 'G-A 1,899', 'Gasóleo B 1,470']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,FUENTE-ALAMO,"LA HIGUERA, 000",Derecho,L-D: 24H,38.695348,-1.431579,SAN DIONISIO,"['G-A 1,810', 'Gasóleo B 1,380']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,FUENTEALBILLA,N-322 (CORDOBA-VALENCIA) km 399,Izquierdo,L-D: 07:00-20:00,39.269972,-1.548639,ES SAN ANTONIOABAD. FUENTEALBILLA,"['SP-95 1,719', 'G-A 1,889', 'Gasóleo B 1,489']",18/11/2022,09/11/2022,Venta al Público
ALBACETE,GINETA (LA),"CR A-31, 235",Izquierdo,L-D: 06:00-22:00,39.086278,-1.963944,REPSOL,"['SP-95 1,779', 'SP-98 1,899', 'G-A 1,919', 'G-A+ 1,979']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,GINETA (LA),"CR N-301, 231,8",Derecho,L-D: 07:00-21:00,39.107667,-1.990194,REPSOL,"['SP-95 1,749', 'SP-98 1,899', 'G-A 1,889', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,GOLOSALVO,CARRETERA NACIONAL 322 KM. 390,Derecho,L: 06:00-22:00,39.238111,-1.635111,CEPSA,"['SP-95 1,799', 'SP-98 1,939', 'G-A 1,949', 'G-A+ 2,029']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,HELLIN,CARRETERA MURCIA KM. 33,Izquierdo,L-D: 06:00-23:00,38.506806,-1.687833,PETRONOR,"['SP-95 1,759', 'SP-98 1,879', 'G-A 1,889', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,HELLIN,"AUTOVIA A-30 KM. 322,5",Derecho,L-D: 06:00-22:00,38.464250,-1.596722,GALP,"['SP-95 1,799', 'SP-98 1,969', 'G-A 1,919', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,HELLIN,"CARRETERA A-30 KM. 328,2",Izquierdo,L-D: 06:00-22:00,38.417306,-1.571667,CEPSA,"['SP-95 1,769', 'G-A 1,885', 'G-A+ 1,965']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,HELLIN,"POLIGONO SAN RAFAEL 3ª FASE, SN",N,L-D: 24H,38.545111,-1.705389,IDS,"['G-A 1,949']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,HELLIN,CARRETERA TORREUCHEA KM. 1,Derecho,L-D: 24H,38.495972,-1.636389,HELLIN GAS S.L.,"['SP-95 1,779', 'SP-98 1,889', 'G-A 1,919', 'G-A+ 2,019', 'Gasóleo B 1,699', 'GLP 1,089']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,HELLIN,CARRETERA N-301 KM. 316,Izquierdo,L-D: 06:00-23:00,38.524444,-1.703056,REPSOL,"['SP-95 1,779', 'SP-98 1,899', 'G-A 1,909', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,HELLIN,CARRETERA CM 412 KM. 273,Derecho,L-D: 06:30-22:00,38.532389,-1.694889,PETROGAS,"['SP-95 1,708', 'G-A 1,800']",18/11/2022,16/11/2022,Venta al Público
ALBACETE,HELLIN,"MELCHOR  DE MACANAZ, 66",N,L: 06:00-23:00,38.511222,-1.696972,BP,"['SP-95 1,759', 'SP-98 1,879', 'G-A 1,889', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,HELLIN,CARRETERA N 301-A KM. S/N,Derecho,L-D: 24H,38.502528,-1.677694,MULTSER-OIL,"['SP-95 1,719', 'G-A 1,839']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,HELLIN,CARRETERA JAEN KM. 47,Derecho,L-D: 08:00-21:00,38.502889,-1.714556,REPSOL,"['SP-95 1,759', 'SP-98 1,879', 'G-A 1,889', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,HELLIN,"AVENIDA LIBERTAD, 111",Derecho,L-D: 24H,38.517306,-1.700417,PLENOIL,"['SP-95 1,669', 'G-A 1,799']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,HIGUERUELA,"BALTASAR GONZALEZ SAEZ, 34 - 36",Derecho,L-D: 24H,38.960944,-1.444083,NO,"['SP-95 1,709', 'G-A 1,846', 'Gasóleo B 1,440']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
ALBACETE,HOYA-GONZALO,"AUTOVIA A-31 KM. 103,150",Derecho,L-D: 07:00-23:00,38.921833,-1.583389,REPSOL,"['SP-95 1,799', 'SP-98 1,899', 'G-A 1,919', 'G-A+ 1,969']",18/11/2022,17/11/2022,Venta al Público
ALBACETE,ISSO,CARRETERA DE HELLIN KM. 104,Derecho,L-D: 06:00-23:00,38.491861,-1.741111,REPSOL,"['SP-95 1,749', 'SP-98 1,869', 'G-A 1,889', 'G-A+ 1,949', 'Gasóleo B 1,549']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,JARDIN (EL),CARRETERA 322 KM. 302,Izquierdo,L-V: 07:00-17:00,38.808528,-2.327639,REPSOL,"['SP-95 1,749', 'G-A 1,889', 'G-A+ 1,949']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,LETUR,"CARRETERA A 45 KM. 39,8",Derecho,L-D: 07:00-21:30,38.356556,-2.111056,E.S. LETUR,"['SP-95 1,775', 'G-A 1,907', 'Gasóleo B 1,597']",18/11/2022,18/11/2022,Venta al Público
ALBACETE,LEZUZA,"PASEO LIBERTAD, 62",Derecho,L-D: 7:00-20:30,38.948472,-2.354861,E.S. VIRGEN DE LA CRUZ,"['SP-95 1,829', 'G-A 1,989']",18/11/2022,14/11/2022,Venta al Público
ALBACETE,MADRIGUERAS,"AVENIDA LEVANTE, 15",Izquierdo,L-D: 06:00-22:00,39.233056,-1.799472,REPSOL,"['SP-95 1,759', 'SP-98 1,879', 'G-A 1,889', 'G-A+ 1,969', 'Gasóleo B 1,483']",18/11/2022,18/11/2022,Venta al Público
