provincia,localidad,direccion,margen,horario,latitud,longitud,empresa,precios,fechaRevision,fechaUltima,ventaPublico
VALLADOLID,TORDESILLAS,"CALLE GASPAR DE TORDESILLAS, 2",Derecho,L-D: 07:30-22:30,41.502944,-5.006611,EOIL,"['SP-95 1,799', 'G-A 1,948']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,TORDESILLAS,"AVENIDA DE PORTUGAL, 7",Izquierdo,L-D: 24H,41.501278,-5.004333,REPSOL,"['SP-95 1,759', 'SP-98 1,919', 'G-A 1,949', 'G-A+ 2,049', 'Gasóleo B 1,515']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,TORDESILLAS,AUTOVIA A 62 KM. 148,Derecho,L-D: 07:00-23:00,41.517806,-4.945028,REPSOL,"['SP-95 1,799', 'SP-98 1,929', 'G-A 1,979', 'G-A+ 2,049', 'GLP 1,109']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,TORDESILLAS,"AVENIDA ZAMORA, 6",Derecho,L-D: 07:00-23:00,41.503778,-5.009500,SVG,"['SP-95 1,769', 'G-A 1,879']",18/11/2022,16/11/2022,Venta al Público
VALLADOLID,TUDELA DE DUERO,AUTOVIA A-11 KM. 349,Izquierdo,L-D: 07:00-22:00,41.591583,-4.607056,REPSOL,"['SP-95 1,799', 'SP-98 1,919', 'G-A 1,939', 'G-A+ 2,039']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,TUDELA DE DUERO,"VILLABAÑEZ km 2,5",Derecho,L-D: 24H,41.601000,-4.560694,AN ENERGETICOS - JARAMIEL,"['SP-95 1,719', 'G-A 1,819', 'Gasóleo B 1,419']",18/11/2022,16/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CTRA. DE CIRCUNVALACION, 113",Derecho,L-D: 06:00-22:00,41.652000,-4.704417,CEPSA,"['SP-95 1,764', 'G-A 1,869', 'G-A+ 1,949', 'Gasóleo C 1,509']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,AUTOVIA BURGOS KM. 117,Izquierdo,L-V: 07:00-22:00; S-D: 09:00-18:00,41.712556,-4.701222,CEPSA,"['SP-95 1,702', 'SP-98 1,855', 'G-A 1,887', 'G-A+ 1,947', 'Gasóleo B 1,482']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,CL.CIUDAD HABANA (PARQUESOL),N,L-D: 06:00-22:00,41.631889,-4.767361,SHELL,"['SP-95 1,779', 'SP-98 1,919', 'G-A 1,909', 'G-A+ 1,989']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,AVENIDA DE PALENCIA Nº 35,N,L-D: 07:00-23:00,41.661000,-4.717556,REPSOL,"['SP-95 1,799', 'SP-98 1,939', 'G-A 1,909', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"PLAZA PONIENTE, S/N",Derecho,L-V: 07:45-20:45; S: 09:00-20:00; D: 10:00-13:45,41.653389,-4.730639,REPSOL,"['SP-95 1,789', 'G-A 1,909', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA DE BURGOS, 51",Izquierdo,L-D: 06:00-22:00,41.674361,-4.724222,SHELL,"['SP-95 1,759', 'SP-98 1,899', 'G-A 1,859', 'G-A+ 1,939']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,CARRETERA VILLABAÑEZ KM. 100,Derecho,L-D: 07:00-23:00,41.646306,-4.694083,REPSOL,"['SP-95 1,809', 'SP-98 1,949', 'G-A 1,919', 'G-A+ 2,019']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CL CAMINO CABILDO, S.N.",Derecho,L-D: 06:00-23:00,41.674278,-4.718611,REPSOL,"['SP-95 1,799', 'SP-98 1,939', 'G-A 1,929', 'G-A+ 2,029', 'GLP 1,069']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE PLATA, 40",N,L-S: 06:00-21:00,41.618306,-4.705028,REPSOL,"['SP-95 1,809', 'SP-98 1,939', 'G-A 1,929', 'G-A+ 2,029', 'GLP 1,049']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA BURGOS, 34",Derecho,L-D: 07:00-22:00,41.664139,-4.730750,CEPSA,"['SP-95 1,814', 'G-A 1,919', 'G-A+ 1,999', 'GLP 0,990']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA AVENIDA DE BURGOS, 40",N,L-D: 07:00-22:00,41.663944,-4.730417,GALP,"['SP-95 1,739', 'SP-98 1,849', 'G-A 1,849', 'G-A+ 1,919']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"PLAZA SAN BARTOLOME, SN",Izquierdo,L: 07:00-22:00,41.660500,-4.733472,CEPSA,"['SP-95 1,829', 'G-A 1,979', 'G-A+ 2,089']",18/11/2022,15/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"PLAZA CIRCULAR, 12",Derecho,L-V: 07:00-21:00; S: 08:30-19:30; D: 10:00-14:00,41.647278,-4.718000,REPSOL,"['SP-95 1,799', 'G-A 1,909', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"PASEO ARCO DE LADRILLO, 65",Derecho,L-D: 06:00-23:00,41.629611,-4.727306,REPSOL,"['SP-95 1,789', 'SP-98 1,929', 'G-A 1,909', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CARRETERA CL-601 KM. 4,8",Derecho,L-D: 06:00-23:00,41.608861,-4.709417,REPSOL,"['SP-95 1,789', 'SP-98 1,919', 'G-A+ 2,019', 'G-A 1,939']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA SEGOVIA, 44",Izquierdo,L-D: 07:00-23:00,41.637139,-4.721889,REPSOL,"['SP-95 1,789', 'SP-98 1,929', 'G-A 1,909', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CR N-601, 187",Izquierdo,L-D: 24H,41.618806,-4.726361,REPSOL,"['SP-95 1,789', 'SP-98 1,929', 'G-A 1,919', 'G-A+ 2,019']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE CAMINO VIEJO DE SIMANCAS, 46",Derecho,L-D: 07:00-23:00,41.621556,-4.756250,REPSOL,"['SP-95 1,799', 'SP-98 1,939', 'G-A 1,919', 'G-A+ 2,019']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA DEL EURO EDIFICIO CENTROLID, 7",Derecho,L-D: 24H,41.673222,-4.721833,CENTROLID,"['G-A 1,740']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
VALLADOLID,VALLADOLID,"CALLE COBALTO, 55",Derecho,L-V: 09:00-13:00 y 16:00-19:00; S: 09:00-12:00,41.618139,-4.708917,DEL OLMO HERMANOS,"['G-A+ 2,020']",18/11/2022,15/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"PASEO ZORRILLA, S/N",Derecho,L-D: 08:00-22:00,41.623694,-4.747806,REPSOL,"['SP-95 1,789', 'G-A 1,929', 'G-A+ 2,019']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,AVDA.DE GIJON,N,L-D: 06:00-22:00,41.661111,-4.746083,SHELL,"['SP-95 1,749', 'SP-98 1,889', 'G-A 1,859', 'G-A+ 1,939']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CARRETERA SORIA KM. 3,200",Derecho,L-D: 06:00-20:00,41.631528,-4.704111,GALP,"['SP-95 1,739', 'G-A 1,849', 'G-A+ 1,919']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"POLIGONO PARCELA, 38",Derecho,L-D: 06:00-22:00,41.628139,-4.732722,REPSOL,"['SP-95 1,789', 'SP-98 1,929', 'G-A 1,909', 'G-A+ 2,009', 'Gasóleo C 1,596']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA BURGOS, 100",Izquierdo,L-D: 07:00-23:00,41.672694,-4.724333,REPSOL,"['SP-95 1,789', 'SP-98 1,919', 'G-A+ 2,019', 'G-A 1,929']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA SALAMANCA, 80",Derecho,L-D: 07:00-23:00,41.627806,-4.759639,REPSOL,"['SP-95 1,789', 'SP-98 1,929', 'G-A+ 2,029', 'G-A 1,939']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE COSTA BRAVA, 2",N,L-D: 24H,41.670028,-4.708639,CARREFOUR,"['SP-95 1,799', 'SP-98 1,939', 'G-A 1,919', 'G-A+ 1,959']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE BRONCE, S/N",N,L-V: 07:00-21:00; S-D: 07:00-14:00,41.615500,-4.736333,REPSOL BUTANO,"['GLP 1,089']",18/11/2022,16/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CARRETERA C-610 KM. 3,50",Izquierdo,L-V: 06:00-22:00; S: 08:00-22:00; D: 09:00-22:00,41.605444,-4.753333,REPSOL,"['SP-95 1,799', 'SP-98 1,939', 'G-A 1,929', 'G-A+ 2,029']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AUTOVIA PUENTE COLGANTE, URB. PARQUE SOL KM. S/N",N,L-D: 24H,41.642833,-4.763278,CARREFOUR,"['SP-95 1,799', 'SP-98 1,939', 'G-A 1,919', 'G-A+ 1,959']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE SANTIAGO LOPEZ GONZALEZ, 17",Derecho,L-D: 06:00-23:59,41.628278,-4.769028,LA ESTRELLA DE QATAR,"['SP-95 1,697', 'G-A 1,797', 'G-A+ 1,850']",18/11/2022,14/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CARRETERA FUENSALDAÑA KM. 2,7",N,L-D: 07:00-23:00,41.680694,-4.742167,CEPSA,"['SP-95 1,779', 'G-A 1,899', 'G-A+ 1,969']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA SALAMANCA, 126",Derecho,L-D: 07:00-23:00,41.637972,-4.746639,REPSOL,"['SP-95 1,799', 'SP-98 1,939', 'G-A 1,919', 'G-A+ 2,019', 'GLP 1,069']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA BURGOS, 82",Izquierdo,L-V: 06:00-00:00; S: 09:00-14:00 y 16:00-21:00; D: 10:00-14:00 y 16:00-21:00,41.671139,-4.725306,GASEXPRESS,"['SP-95 1,659', 'G-A 1,769']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE ARCA7, S/N",Derecho,L-V: 06:00-00:00; S: 09:00-14:00 y 16:00-21:00; D: 10:00-14:00 y 16:00-21:00,41.619694,-4.726417,GASEXPRESS,"['SP-95 1,689', 'G-A 1,789']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA ZAMORA, 51",Derecho,L-V: 06:00-00:00; S: 09:00-14:00 y 16:00-21:00; D: 10:00-14:00 y 16:00-21:00,41.619500,-4.735861,GASEXPRESS,"['SP-95 1,689', 'G-A 1,769']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE TURQUESA, 71",Izquierdo,L-D: 24H,41.620750,-4.696694,LA ESTRELLA DE QATAR,"['SP-95 1,699', 'G-A 1,799', 'G-A+ 1,850']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE CROMO, 50",Derecho,L-D: 24H,41.625861,-4.707444,TENCAR,"['SP-95 1,699', 'G-A 1,799']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE TEIDE, 8",Derecho,L-D: 06:00-00:00,41.619972,-4.717611,LA ESTRELLA DE QATAR,"['SP-95 1,699', 'SP-98 1,850', 'G-A 1,799', 'G-A+ 1,850']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE HIDROGENO, 83",Derecho,L-D: 24H,41.601750,-4.697500,ESPECIAL OIL,"['SP-95 1,688', 'G-A 1,828']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE PUENTE COLGANTE, 10",Derecho,L-D: 07:00-23:00,41.641111,-4.734222,REPSOL,"['SP-95 1,789', 'SP-98 1,929', 'G-A 1,909', 'G-A+ 2,009', 'Gasóleo B 1,463']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE CONTINUACION ARCA REAL, 111",Derecho,L-V: 07:00-22:00; S-D: 08:00-22:00,41.626889,-4.728250,DST,"['SP-95 1,739', 'G-A 1,859', 'G-A+ 1,919']",18/11/2022,15/11/2022,CERRADA AL PUBLICO GENERAL
VALLADOLID,VALLADOLID,"CALLE PLATA, 74",Derecho,L-D: 24H,41.615806,-4.710361,LOW COST SAN CRISTOBAL,"['SP-95 1,679', 'G-A 1,839']",18/11/2022,15/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE AZALEA, 1",Derecho,L-V: 07:00-22:00; S-D: 08:00-22:00,41.642500,-4.689889,DST,"['SP-95 1,719', 'G-A 1,839', 'G-A+ 1,899']",18/11/2022,18/11/2022,CERRADA AL PUBLICO GENERAL
VALLADOLID,VALLADOLID,"CALLE EURO, 17",Derecho,L-V: 05:30-21:30; S: 06:00-14:30,41.672528,-4.717806,DST MERCAOLID,"['SP-95 1,739', 'G-A 1,839', 'G-A+ 1,899']",18/11/2022,16/11/2022,CERRADA AL PUBLICO GENERAL
VALLADOLID,VALLADOLID,"AVENIDA GIJON, 78",Derecho,L-D: 24H,41.660861,-4.751611,PETROPRIX,"['SP-95 1,679', 'G-A 1,769']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA NORTE DE CASTILLA, 54",Derecho,L-D: 24H,41.619472,-4.737056,BALLENOIL,"['SP-95 1,689', 'G-A 1,769', 'G-A+ 1,789']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE RONDA INTERIOR SUR, SN",N,L-D: 07:00-23:00,41.618556,-4.720778,GALP,"['SP-95 1,739', 'SP-98 1,849', 'G-A 1,849', 'G-A+ 1,919']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE DANIEL DEL OLMO GONZÁLEZ, 16",Derecho,L-D: 24H,41.627528,-4.732500,PETROPRIX,"['SP-95 1,679', 'G-A 1,769']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA BURGOS, 50",Derecho,L-D: 24H,41.666167,-4.729028,ESPANOIL,"['SP-95 1,659', 'G-A 1,769']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE DANIEL DEL OLMO 23, 23",Derecho,L-D: 24H,41.627861,-4.729056,PLENOIL,"['SP-95 1,679', 'G-A 1,769']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA DE BURGOS, 33",Derecho,L-D: 07:00-23:00,41.668000,-4.728250,REPSOL,"['SP-95 1,789', 'SP-98 1,919', 'G-A+ 2,019', 'G-A 1,929']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE SANTIAGO LOPEZ GONZALEZ, 3",Derecho,L-D: 24H,41.626083,-4.766556,BALLENOIL,"['SP-95 1,676', 'G-A 1,766', 'G-A+ 1,776']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"CALLE FRANCISCO UMBRAL, 3",Izquierdo,L-D: 24H,41.628333,-4.761972,LAS PALMERAS,"['SP-95 1,679', 'SP-98 1,829', 'G-A 1,769', 'G-A+ 1,809']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VALLADOLID,"AVENIDA AVENIDA DEL EURO, 16",Derecho,L-D: 24H,41.669083,-4.723583,XPO TRANSPORT SOLUTIONS SPAIN SL,"['G-A 1,742']",18/11/2022,17/11/2022,CERRADA AL PUBLICO GENERAL
VALLADOLID,VALLADOLID,"CALLE PUENTE COLGANTE, 2",Derecho,L-V: 05:30-23:30; S-D: 06:30-00:00,41.641639,-4.733361,ESTACION AUTOBUSES VALLADOLID,"['G-A 1,832']",18/11/2022,14/11/2022,CERRADA AL PUBLICO GENERAL
VALLADOLID,VEGA DE VALDETRONCO,"AUTOVIA A - 6 MADRID-LA CORUÑA KM. 193,800",Izquierdo,L-D: 07:00-23:00,41.576056,-5.099306,REPSOL,"['SP-95 1,789', 'SP-98 1,929', 'G-A+ 2,009', 'GLP 1,079', 'G-A 1,939']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VEGA DE VALDETRONCO,AUTOPISTA A6 KM. 196,Derecho,L-D: 07:00-23:00,41.597806,-5.121806,CEPSA,"['SP-95 1,839', 'G-A 1,989', 'G-A+ 2,089', 'Gasóleo B 1,629']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VILLALON DE CAMPOS,"CALLE CARCABA, 2",Derecho,L-S: 07:00-22:00; D: 14:30-22:00,42.098056,-5.032389,REPSOL,"['SP-95 1,759', 'G-A 1,899', 'G-A+ 1,959']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VILLAMARCIEL,CARRETERA A-62 KM. 142,Derecho,L-D: 07:00-23:00,41.539972,-4.895778,REPSOL,"['SP-95 1,789', 'SP-98 1,939', 'G-A 1,929', 'G-A+ 2,029']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VILLANUBLA,"CTRA. ADANERO-GIJON km 201,750",Izquierdo,L-S: 07:00-22:00,41.698472,-4.832528,AVIA,"['SP-95 1,779', 'G-A 1,919']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VILLANUEVA DE LOS CABALLEROS,"CARRER MADRID-CORUÑA, 223",Izquierdo,L-D: 24H,41.785528,-5.323944,REPSOL,"['SP-95 1,789', 'SP-98 1,929', 'G-A 1,929', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VILLANUEVA DE LOS CABALLEROS,"CR A-6, 224,6 (N-6 km 224,66)",Derecho,L-D: 24H,41.774333,-5.311361,REPSOL,"['SP-95 1,789', 'SP-98 1,929', 'G-A 1,929', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VILLARDEFRADES,CARRETERA N-6 KM. 216,Izquierdo,L-V: 08:00-21:00; S: 09:00-18:00; D: 08:00-22:00,41.723500,-5.252556,PETRONOR,"['SP-95 1,759', 'SP-98 1,879', 'G-A 1,899', 'G-A+ 1,959']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VILLARDEFRADES,AUTOVIA A-6 KM. 211,Izquierdo,L-D: 24H,41.693278,-5.218944,EASYGAS,"['SP-95 1,729', 'G-A 1,809', 'G-A+ 1,809']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,VILLAVIEJA DEL CERRO,CARRETERA A-6 KM. 186,Derecho,L-D: 24H,41.526000,-5.042417,SHELL,"['SP-95 1,789', 'SP-98 1,929', 'G-A 1,949', 'G-A+ 2,010']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,ZARATÁN,"ADVA. GIJON, N-601 km 194,6",N,L-D: 07:00-22:00,41.661806,-4.768083,REPOSTAR--ZARATAN,"['SP-95 1,819', 'SP-98 1,957', 'G-A 1,907', 'G-A+ 2,037', 'Biodiésel 1,947']",18/11/2022,18/11/2022,Venta al Público
VALLADOLID,ZARATÁN,"CALLE PARQUE DE OCIO EQUINOCIO, S/N",N,L-D: 07:00-23:00,41.659722,-4.774333,GALP,"['SP-95 1,804', 'SP-98 1,944', 'G-A 1,909', 'G-A+ 1,979']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,ZARATÁN,"AVENIDA GIJÓN, 37",Derecho,L-V: 06:00-00:00; S: 09:00-14:00 y 16:00-21:00; D: 10:00-14:00 y 16:00-21:00,41.660944,-4.766556,GASEXPRESS,"['SP-95 1,689', 'G-A 1,789']",18/11/2022,17/11/2022,Venta al Público
VALLADOLID,ZARATÁN,"AVENIDA RAMON Y CAJAL, S/N",Derecho,L-D: 07:00-23:00,41.635083,-4.784389,DST,"['SP-95 1,759', 'G-A 1,839', 'G-A+ 1,899']",18/11/2022,16/11/2022,CERRADA AL PUBLICO GENERAL
ZAMORA,ALCAÑICES,"CR N-122, 516,7  I",Izquierdo,L-D: 07:00-22:59,41.697389,-6.342250,REPSOL,"['SP-95 1,789', 'SP-98 1,949', 'G-A 1,939', 'G-A+ 2,039']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,ALMEIDA DE SAYAGO,"CARRERA FONFRIA - LEDESMA, 43,230",Derecho,L-D: 08:00-20:00,41.256528,-6.070167,AVIA,"['SP-95 1,779', 'SP-98 1,889', 'G-A 1,959', 'G-A+ 2,009', 'Gasóleo B 1,629']",18/11/2022,13/11/2022,Venta al Público
ZAMORA,BENAVENTE,"CARRETERA N-6 KM. 260,5",Izquierdo,L-D: 24H,41.992194,-5.647222,REPSOL,"['SP-95 1,789', 'SP-98 1,949', 'G-A 1,939', 'G-A+ 2,039', 'GLP 1,049']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BENAVENTE,"AVENIDA SIMON BOLIVAR, S/N",Derecho,L-D: 24H,42.003056,-5.660472,AVIA,"['SP-95 1,799', 'G-A 1,929']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BENAVENTE,"AVENIDA FEDERICO SILVA MUÑOZ, 128",N,L-D: 24H,41.997278,-5.661361,SHELL,"['SP-95 1,799', 'SP-98 1,939', 'G-A 1,949', 'G-A+ 2,029']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BENAVENTE,"AVENIDA FEDERICO SILVA MUÑOZ, 259",Derecho,L-D: 24H,41.995111,-5.652944,CEPSA,"['SP-95 1,789', 'G-A 1,909', 'G-A+ 2,009', 'Gasóleo B 1,525']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BENAVENTE,"AVENIDA FEDERICO SILVA MUÑOZ, 21",Izquierdo,L-D: 07:00-23:00,42.002389,-5.671472,CEPSA,"['SP-95 1,759', 'SP-98 1,891', 'G-A 1,909', 'G-A+ 2,009']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BENAVENTE,"CALLE VILAREAL, S/N",Izquierdo,L-D: 24H,42.005972,-5.663639,IDS,"['G-A 1,898', 'Gasóleo B 1,568']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BENAVENTE,"CALLE CUBA, SN",N,L-D: 24H,41.992111,-5.657472,NUTECAL,"['G-A 1,849', 'Gasóleo B 1,318']",18/11/2022,16/11/2022,Venta al Público
ZAMORA,BENAVENTE,"AVENIDA LAS AMERICAS, SN",N,L-D: 24H,41.999167,-5.661194,VALCARCE,"['SP-95 1,799', 'G-A 1,929', 'Gasóleo B 1,549']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BENAVENTE,"CALLE SIMON BOLIVAR, S/N",N,L-D: 24H,42.007500,-5.662333,STAROIL,"['SP-95 1,799', 'G-A 1,898', 'G-A+ 1,959', 'Gasóleo B 1,699']",18/11/2022,17/11/2022,Venta al Público
ZAMORA,BENAVENTE,"CALLE CAÑADA REAL BERCIANA, 1",Derecho,L-V: 07:30-00:30,41.996750,-5.655694,GASOLEOS CERECEDO,"['G-A 1,797']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BENAVENTE,CARRETERA CARRETERA MADRID KM. 260,Derecho,L-D: 24H,41.992111,-5.645333,HAM,"['Gas N. Compr 1,379', 'Gas N. Licuado 1,299']",18/11/2022,14/11/2022,Venta al Público
ZAMORA,BENAVENTE,"CALLE SIMON BOLIVAR, 7",N,L-D: 24H,42.006944,-5.663167,TRANSFRIO,"['G-A 1,926']",18/11/2022,15/11/2022,Venta al Público
ZAMORA,BENAVENTE,"AVENIDA FEDERICO SILVA MUÑOZ, 139",N,L-D: 24H,41.999667,-5.664028,GALP&GO,"['SP-95 1,734', 'G-A 1,899']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BERMILLO DE SAYAGO,"AVENIDA DE LA GUARDIA CIVIL, 16",Izquierdo,L: 07:00-23:00,41.368139,-6.102306,REPSOL,"['SP-95 1,749', 'SP-98 1,869', 'G-A 1,919', 'G-A+ 1,999']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BOVEDA DE TORO (LA),CARRETERA TORO-SALAMANCA KM. 21,Izquierdo,L: 07:00-23:00,41.339361,-5.410167,REPSOL,"['SP-95 1,749', 'SP-98 1,869', 'G-A 1,899', 'G-A+ 1,959']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,BOVEDA DE TORO (LA),"CARRETERA TORO-SALAMANCA KM. 19,7",Izquierdo,L-V: 09:00-14:00 y 16:00-19:00; S: 09:00-13:00,41.337361,-5.411111,COORDINACION AGRARIA SA,"['SP-95 1,781', 'G-A 1,932']",18/11/2022,17/11/2022,Venta al Público
ZAMORA,CAMARZANA DE TERA,CARRETERA N-525 KM.,Derecho,L-D: 07:00-22:00,41.996139,-6.025583,REPSOL,"['SP-95 1,779', 'SP-98 1,939', 'G-A 1,929', 'G-A+ 1,989', 'Gasóleo B 1,505']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,CARBAJALES DE ALBA,"CALLE ORO, 70",Izquierdo,L-V: 11:00-19:00; S: 10:00-14:00,41.650389,-5.992167,CEPSA,"['SP-95 1,799', 'G-A 1,919']",18/11/2022,17/11/2022,Venta al Público
ZAMORA,CASASECA DE LAS CHANAS,CARRETERA CL-605 FUENTESAUCO KM. 10,Derecho,L-D: 24H,41.435333,-5.672528,|> ENERTRIX <|,"['SP-95 1,699', 'SP-98 1,855', 'G-A 1,771', 'G-A+ 1,799']",18/11/2022,17/11/2022,Venta al Público
ZAMORA,CASTRO DE SANABRIA,"CARRETERA N-525 KM. 84,5",Izquierdo,L-D: 07:00-22:00,42.060361,-6.640167,BP PUEBLA DE SANABRIA MI,"['SP-95 1,789', 'SP-98 1,931', 'G-A 1,949', 'G-A+ 2,039']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,CASTROGONZALO,CARRETERA PALENCIA KM. 2,N,L-D: 07:00-23:00,41.988389,-5.598861,PASO HONROSO,"['SP-95 1,729', 'SP-98 1,809', 'G-A 1,879', 'G-A+ 1,959']",18/11/2022,14/11/2022,Venta al Público
ZAMORA,CAÑIZAL,CARRETERA CN 620 KM. 203,Derecho,L-V: 07:00-19:00; S-D: 09:00-19:00,41.171389,-5.368611,"CARAMANZANA MARKETING Y MEDIO AMBIENTE, S.L.","['SP-95 1,759', 'SP-98 1,939', 'G-A 1,909', 'G-A+ 1,969']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,COBREROS,"CARRETERA N-525 KM. 84,500",Derecho,L-D: 24H,42.060750,-6.640583,BP PUEBLA DE SANABRIA MD,"['SP-95 1,789', 'SP-98 1,931', 'G-A 1,949', 'G-A+ 2,039']",18/11/2022,18/11/2022,Venta al Público
ZAMORA,COLINAS DE TRASMONTE,"CARRETERA N-525 KM. 12,600",Izquierdo,L-D: 24H,42.001583,-5.804278,AN ENERGETICOS - COLINAS,"['SP-95 1,739', 'G-A 1,839', 'G-A+ 1,879', 'Gasóleo B 1,439']",18/11/2022,16/11/2022,Venta al Público
